movieId,title,avg_rating,num_ratings,rating_std,genres,genre_vec,popularity,movie_idx
54,"Big Green, The (1995)",3.0253,99,1.0716,Children|Comedy,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01434216303234094,52
55,Georgia (1995),3.2283,92,1.077,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01331772281574516,53
56,Kids of the Round Table (1995),2.2222,9,1.5295,Adventure|Children|Fantasy,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0011707888189666075,54
57,Home for the Holidays (1995),3.3264,242,1.0025,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03527001317136905,55
58,"Postman, The (Postino, Il) (1994)",3.9947,1141,0.9445,Comedy|Drama|Romance,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.16683740670274155,56
59,"Confessional, The (Confessionnal, Le) (1995)",3.2812,16,1.1722,Drama|Mystery,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.002195229035562389,57
60,"Indian in the Cupboard, The (1995)",3.1056,592,0.9543,Adventure|Children|Fantasy,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.08649202400115813,58
61,Eye for an Eye (1996),3.2873,228,0.9743,Drama|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.033221132738177485,59
62,Mr. Holland's Opus (1995),3.7183,1995,0.9907,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2918191131274269,60
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.9789,213,1.1811,Comedy|Crime,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0310259037026151,61
64,Two if by Sea (1996),2.9467,197,1.0703,Comedy|Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.02868432606468188,62
65,Bio-Dome (1996),2.3747,487,1.206,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0711254207522214,63
66,Lawnmower Man 2: Beyond Cyberspace (1996),2.205,239,1.1268,Action|Sci-Fi|Thriller,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0.034830967364256574,64
67,Two Bits (1995),3.4706,17,1.1437,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002341577637933215,65
68,French Twist (Gazon maudit) (1995),3.5656,122,0.958,Comedy|Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.01770818088686994,66
69,Friday (1995),3.5991,439,1.0011,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.06410068783842175,67
70,From Dusk Till Dawn (1996),3.2429,1268,1.0844,Action|Comedy|Horror|Thriller,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0.18542367920383646,68
71,Fair Game (1995),2.4094,149,0.9832,Action,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.02165959315088224,69
72,Kicking and Screaming (1995),3.587,115,0.9539,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.016683740670274155,70
73,"Misérables, Les (1995)",3.8644,295,0.9779,Drama|War,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.04302648909702282,71
74,Bed of Roses (1996),3.2915,355,1.0064,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.05180740523927238,72
75,Big Bully (1996),2.4098,61,1.0958,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008780916142249556,73
76,Screamers (1995),3.068,338,1.0168,Action|Sci-Fi|Thriller,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0.04931947899896834,74
77,Nico Icon (1995),3.2963,27,0.9837,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0038050636616414743,75
78,"Crossing Guard, The (1995)",3.0856,111,0.8106,Action|Crime|Drama|Thriller,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.016098346260790854,76
79,"Juror, The (1996)",3.1321,549,0.9725,Drama|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.08019903409921261,77
80,"White Balloon, The (Badkonake sefid) (1995)",3.825,60,1.0158,Children|Drama,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.00863456753987873,78
81,Things to Do in Denver When You're Dead (1995),3.3199,311,0.9853,Crime|Drama|Romance,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.04536806673495604,79
82,Antonia's Line (Antonia) (1995),3.9138,232,1.0853,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.03380652714766079,80
83,Once Upon a Time... When We Were Colored (1995),3.6884,69,0.9445,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.009951704961216163,81
84,Last Summer in the Hamptons (1995),3.5833,18,1.0833,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024879262403040407,82
85,Angels and Insects (1995),3.4733,262,1.0101,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.03819698521878557,83
86,White Squall (1996),3.4578,438,0.9028,Action|Adventure|Drama,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.06395433923605093,84
87,Dunston Checks In (1996),2.4023,87,1.1189,Children|Comedy,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.01258597980389103,85
88,Black Sheep (1996),3.1104,530,1.0185,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.07741841065416692,86
89,Nick of Time (1995),3.1796,334,0.8903,Action|Thriller,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.048734084589485034,87
90,"Journey of August King, The (1995)",2.9722,18,1.0338,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024879262403040407,88
92,Mary Reilly (1996),2.8708,236,1.0278,Drama|Horror|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",0.034391921557144094,89
93,Vampire in Brooklyn (1995),2.5675,200,0.9958,Comedy|Horror|Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0.02912337187179436,90
94,Beautiful Girls (1996),3.5658,380,0.8333,Comedy|Drama|Romance,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.05546612029854303,91
95,Broken Arrow (1996),3.123,2170,0.9485,Action|Adventure|Thriller,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.31743011854232145,92
96,In the Bleak Midwinter (1995),3.8295,44,0.9104,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006292989901945515,93
97,"Hate (Haine, La) (1995)",4.0522,201,0.8499,Crime|Drama,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.029269720474165185,94
98,Shopping (1994),2.5,11,1.066,Action|Thriller,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.0014634860237082593,95
99,Heidi Fleiss: Hollywood Madam (1995),3.3043,69,1.1106,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009951704961216163,96
100,City Hall (1996),3.2444,405,0.8711,Drama|Thriller,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.059124835357813675,97
101,Bottle Rocket (1996),3.8176,433,0.8638,Adventure|Comedy|Crime|Romance,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0632225962241968,98
102,Mr. Wrong (1996),2.3792,236,1.0319,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034391921557144094,99
103,Unforgettable (1996),3.3762,101,0.9632,Mystery|Sci-Fi|Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",0.014634860237082593,100
104,Happy Gilmore (1996),3.3959,1826,1.0559,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2670861993267573,101
105,"Bridges of Madison County, The (1995)",3.2915,971,1.1202,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.14195814429970116,102
106,Nobody Loves Me (Keiner liebt mich) (1994),3.6176,17,1.5953,Comedy|Drama,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002341577637933215,103
107,Muppet Treasure Island (1996),3.2027,624,1.0656,Adventure|Children|Comedy|Musical,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0.09117517927702455,104
108,Catwalk (1996),3.0294,17,1.3114,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.002341577637933215,105
110,Braveheart (1995),4.0276,5468,0.9744,Action|Drama|War,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",0.8000878091613054,106
111,Taxi Driver (1976),4.0994,2501,0.8717,Crime|Drama|Thriller,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.36587150592706486,107
112,Rumble in the Bronx (Hont faan kui) (1995),3.3971,1190,0.9416,Action|Adventure|Comedy|Crime,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.17400848821891204,108
113,Before and After (1996),3.1735,98,0.8663,Drama|Mystery,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0.014195814429970116,109
114,Margaret's Museum (1995),3.375,28,0.9318,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0039514122640123,110
116,Anne Frank Remembered (1995),3.7444,90,1.2116,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.013025025611003507,111
117,"Young Poisoner's Handbook, The (1995)",3.516,125,0.9142,Crime|Drama,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018147226693982416,112
118,If Lucy Fell (1996),2.936,125,1.0639,Comedy|Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.018147226693982416,113
119,"Steal Big, Steal Little (1995)",2.5,27,1.0628,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0038050636616414743,114
120,Race the Sun (1996),2.5625,8,0.6343,Adventure|Comedy|Drama,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0010244402165957816,115
121,"Boys of St. Vincent, The (1992)",3.7466,73,0.8685,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.010537099370699467,116
122,Boomerang (1992),2.9596,396,0.9466,Comedy|Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.05780769793647624,117
123,Chungking Express (Chung Hing sam lam) (1994),3.9465,243,0.95,Drama|Mystery|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0.03541636177373988,118
124,"Star Maker, The (Uomo delle stelle, L') (1995)",3.8409,44,0.9815,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.006292989901945515,119
125,Flirting With Disaster (1996),3.7376,362,0.8843,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.05283184545586816,120
126,"NeverEnding Story III, The (1994)",2.3693,153,1.192,Adventure|Children|Fantasy,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.022244987560365543,121
128,Jupiter's Wife (1994),3.0909,11,1.2398,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0014634860237082593,122
129,Pie in the Sky (1996),3.3214,14,1.0625,Comedy|Romance,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0019025318308207371,123
131,Frankie Starlight (1995),3.0893,28,0.8243,Drama|Romance,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0.0039514122640123,124
132,Jade (1995),2.7773,238,0.9619,Thriller,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0.03468461876188574,125
135,Down Periscope (1996),2.9621,634,1.0553,Comedy,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.09263866530073281,126
136,From the Journals of Jean Seberg (1995),3.2,10,1.3266,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0013171374213374334,127
137,Man of the Year (1995),3.0536,28,1.2701,Documentary,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0039514122640123,128
138,"Neon Bible, The (1995)",2.9444,18,1.4423,Drama,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0024879262403040407,129
