movie_idx,movieId,title,genres,avg_rating,popularity
66,68,French Twist (Gazon maudit) (1995),Comedy|Romance,3.5656,0.0177081808868699
67,69,Friday (1995),Comedy,3.5991,0.0641006878384217
68,70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,3.2429,0.1854236792038364
69,71,Fair Game (1995),Action,2.4094,0.0216595931508822
70,72,Kicking and Screaming (1995),Comedy|Drama,3.587,0.0166837406702741
71,73,"Misérables, Les (1995)",Drama|War,3.8644,0.0430264890970228
72,74,Bed of Roses (1996),Drama|Romance,3.2915,0.0518074052392723
73,75,Big Bully (1996),Comedy|Drama,2.4098,0.0087809161422495
74,76,Screamers (1995),Action|Sci-Fi|Thriller,3.068,0.0493194789989683
75,77,Nico Icon (1995),Documentary,3.2963,0.0038050636616414
76,78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,3.0856,0.0160983462607908
77,79,"Juror, The (1996)",Drama|Thriller,3.1321,0.0801990340992126
78,80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,3.825,0.0086345675398787
79,81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,3.3199,0.045368066734956
80,82,Antonia's Line (Antonia) (1995),Comedy|Drama,3.9138,0.0338065271476607
81,83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.6884,0.0099517049612161
82,84,Last Summer in the Hamptons (1995),Comedy|Drama,3.5833,0.002487926240304
83,85,Angels and Insects (1995),Drama|Romance,3.4733,0.0381969852187855
84,86,White Squall (1996),Action|Adventure|Drama,3.4578,0.0639543392360509
85,87,Dunston Checks In (1996),Children|Comedy,2.4023,0.012585979803891
86,88,Black Sheep (1996),Comedy,3.1104,0.0774184106541669
87,89,Nick of Time (1995),Action|Thriller,3.1796,0.048734084589485
88,90,"Journey of August King, The (1995)",Drama,2.9722,0.002487926240304
89,92,Mary Reilly (1996),Drama|Horror|Thriller,2.8708,0.034391921557144
90,93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,2.5675,0.0291233718717943
91,94,Beautiful Girls (1996),Comedy|Drama|Romance,3.5658,0.055466120298543
92,95,Broken Arrow (1996),Action|Adventure|Thriller,3.123,0.3174301185423214
93,96,In the Bleak Midwinter (1995),Comedy|Drama,3.8295,0.0062929899019455
94,97,"Hate (Haine, La) (1995)",Crime|Drama,4.0522,0.0292697204741651
95,98,Shopping (1994),Action|Thriller,2.5,0.0014634860237082
96,99,Heidi Fleiss: Hollywood Madam (1995),Documentary,3.3043,0.0099517049612161
97,100,City Hall (1996),Drama|Thriller,3.2444,0.0591248353578136
98,101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.8176,0.0632225962241968
99,102,Mr. Wrong (1996),Comedy,2.3792,0.034391921557144
100,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,3.3762,0.0146348602370825
101,104,Happy Gilmore (1996),Comedy,3.3959,0.2670861993267573
102,105,"Bridges of Madison County, The (1995)",Drama|Romance,3.2915,0.1419581442997011
103,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,3.6176,0.0023415776379332
104,107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.2027,0.0911751792770245
105,108,Catwalk (1996),Documentary,3.0294,0.0023415776379332
106,110,Braveheart (1995),Action|Drama|War,4.0276,0.8000878091613054
107,111,Taxi Driver (1976),Crime|Drama|Thriller,4.0994,0.3658715059270648
108,112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.3971,0.174008488218912
109,113,Before and After (1996),Drama|Mystery,3.1735,0.0141958144299701
110,114,Margaret's Museum (1995),Drama,3.375,0.0039514122640123
111,116,Anne Frank Remembered (1995),Documentary,3.7444,0.0130250256110035
112,117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,3.516,0.0181472266939824
113,118,If Lucy Fell (1996),Comedy|Romance,2.936,0.0181472266939824
114,119,"Steal Big, Steal Little (1995)",Comedy,2.5,0.0038050636616414
115,120,Race the Sun (1996),Adventure|Comedy|Drama,2.5625,0.0010244402165957
116,121,"Boys of St. Vincent, The (1992)",Drama,3.7466,0.0105370993706994
117,122,Boomerang (1992),Comedy|Romance,2.9596,0.0578076979364762
118,123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.9465,0.0354163617737398
119,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,3.8409,0.0062929899019455
120,125,Flirting With Disaster (1996),Comedy,3.7376,0.0528318454558681
121,126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,2.3693,0.0222449875603655
122,128,Jupiter's Wife (1994),Documentary,3.0909,0.0014634860237082
123,129,Pie in the Sky (1996),Comedy|Romance,3.3214,0.0019025318308207
124,131,Frankie Starlight (1995),Drama|Romance,3.0893,0.0039514122640123
125,132,Jade (1995),Thriller,2.7773,0.0346846187618857
126,135,Down Periscope (1996),Comedy,2.9621,0.0926386653007328
127,136,From the Journals of Jean Seberg (1995),Documentary,3.2,0.0013171374213374
128,137,Man of the Year (1995),Documentary,3.0536,0.0039514122640123
129,138,"Neon Bible, The (1995)",Drama,2.9444,0.002487926240304
130,140,Up Close and Personal (1996),Drama|Romance,3.3426,0.0737596955948962
131,141,"Birdcage, The (1996)",Comedy,3.5103,0.3203570905897379
132,144,"Brothers McMullen, The (1995)",Comedy,3.4408,0.0641006878384217
133,145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2435,0.1687399385335623
134,146,"Amazing Panda Adventure, The (1995)",Adventure|Children,2.9286,0.0080491731303954
135,147,"Basketball Diaries, The (1995)",Drama,3.599,0.0582467437435887
136,148,"Awfully Big Adventure, An (1995)",Drama,2.8026,0.0054148982877205
137,149,Amateur (1994),Crime|Drama|Thriller,3.5857,0.0152202546465658
138,150,Apollo 13 (1995),Adventure|Drama|IMAX,3.8641,0.7089126298842808
139,151,Rob Roy (1995),Action|Drama|Romance|War,3.5785,0.1927411093223777
140,152,"Addiction, The (1995)",Drama|Horror,3.525,0.0086345675398787
141,153,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.8809,0.4813405531976465
142,154,Beauty of the Day (Belle de jour) (1967),Drama,3.8302,0.0459534611444393
143,155,Beyond Rangoon (1995),Adventure|Drama|War,3.4808,0.0188789697058365
144,156,Blue in the Face (1995),Comedy|Drama,3.4692,0.0212205473437697
145,157,Canadian Bacon (1995),Comedy|War,2.7554,0.0402458656519771
146,158,Casper (1995),Adventure|Children,2.951,0.1923020635152652
147,159,Clockers (1995),Crime|Drama|Mystery,3.2866,0.0358554075808523
148,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.631,0.2144007024732599
149,161,Crimson Tide (1995),Drama|Thriller|War,3.752,0.3610420020488276
150,162,Crumb (1994),Documentary,3.9935,0.0898580418556871
151,163,Desperado (1995),Action|Romance|Western,3.4324,0.2239133616273636
152,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.458,0.0677594028976924
153,165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.4981,0.4898287721351544
154,166,"Doom Generation, The (1995)",Comedy|Crime|Drama,2.6438,0.0105370993706994
155,167,Feast of July (1995),Drama,3.1667,0.0011707888189666
156,168,First Knight (1995),Action|Drama|Romance,3.1006,0.1751792770378786
157,169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,2.282,0.0501975706131932
158,170,Hackers (1995),Action|Adventure|Crime|Thriller,3.1566,0.1166398360895482
159,171,Jeffrey (1995),Comedy|Drama,3.6447,0.0220986389579947
160,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,2.704,0.187472559637028
161,173,Judge Dredd (1995),Action|Crime|Sci-Fi,2.532,0.2242060588321053
162,174,Jury Duty (1995),Comedy,2.5461,0.0300014634860193
163,175,Kids (1995),Drama,3.451,0.0744914386067504
164,176,Living in Oblivion (1995),Comedy,3.8502,0.0360017561832231
165,177,Lord of Illusions (1995),Horror,2.8509,0.0317576467144692
166,178,Love & Human Remains (1993),Comedy|Drama,3.2333,0.0086345675398787
167,179,Mad Love (1995),Drama|Romance,2.5573,0.0190253183082073
168,180,Mallrats (1995),Comedy|Romance,3.5429,0.1175179277037732
169,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1.9297,0.0383433338211563
170,182,Moonlight and Valentino (1995),Drama|Romance,3.0608,0.0106834479730702
171,183,Mute Witness (1994),Comedy|Horror|Thriller,3.4113,0.0089272647446203
172,184,Nadja (1994),Drama,3.3333,0.0046831552758664
173,185,"Net, The (1995)",Action|Crime|Thriller,3.1188,0.3755305136835393
174,186,Nine Months (1995),Comedy|Romance,2.8733,0.1523488950680298
175,187,Party Girl (1995),Comedy,3.5632,0.0137567686228576
176,188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.3661,0.0370261963998189
177,189,Reckless (1995),Comedy|Fantasy,2.939,0.005853944094833
178,190,Safe (1995),Thriller,3.6198,0.0139031172252284
179,191,"Scarlet Letter, The (1995)",Drama|Romance,2.6901,0.0248792624030404
180,192,"Show, The (1995)",Documentary,3.0,0.0010244402165957
181,193,Showgirls (1995),Drama,2.2783,0.1147373042587275
182,194,Smoke (1995),Comedy|Drama,3.8752,0.0971754719742284
183,195,Something to Talk About (1995),Comedy|Drama|Romance,3.1148,0.052100102444014
184,196,Species (1995),Horror|Sci-Fi,2.8357,0.1890823942631071
185,197,"Stars Fell on Henrietta, The (1995)",Drama,2.8846,0.0017561832284499
186,198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.4201,0.1325918337479683
187,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.6786,0.0223913361627363
188,200,"Tie That Binds, The (1995)",Thriller,2.8182,0.0046831552758664
189,201,Three Wishes (1995),Drama|Fantasy,3.0139,0.0051222010829789
190,202,Total Eclipse (1995),Drama|Romance,2.9429,0.004975852480608
191,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.1444,0.0799063368944709
192,204,Under Siege 2: Dark Territory (1995),Action,3.0006,0.1170788818966607
193,205,Unstrung Heroes (1995),Comedy|Drama,3.5325,0.0178545294892407
194,206,Unzipped (1995),Documentary,3.4495,0.0158056490560492
195,207,"Walk in the Clouds, A (1995)",Drama|Romance,3.3917,0.0788818966778751
196,208,Waterworld (1995),Action|Adventure|Sci-Fi,2.854,0.4049465827600753
197,209,White Man's Burden (1995),Drama,3.0357,0.0100980535635869
198,210,Wild Bill (1995),Western,2.9111,0.0064393385043163
199,211,"Browning Version, The (1994)",Drama,3.6574,0.0077564759256537
200,212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,2.5957,0.0067320357090579
201,213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4.0483,0.0256110054148945
202,214,Before the Rain (Pred dozhdot) (1994),Drama|War,4.1758,0.0131713742133743
203,215,Before Sunrise (1995),Drama|Romance,3.9038,0.0759549246304586
204,216,Billy Madison (1995),Comedy,3.1969,0.1306893019171475
205,217,"Babysitter, The (1995)",Drama|Thriller,2.8711,0.0140494658275992
206,218,Boys on the Side (1995),Comedy|Drama,3.3156,0.0645397336455342
207,219,"Cure, The (1995)",Drama,3.4113,0.0089272647446203
208,220,Castle Freak (1995),Horror,2.7222,0.0038050636616414
209,222,Circle of Friends (1995),Drama|Romance,3.5783,0.0914678764817662
210,223,Clerks (1994),Comedy,3.8171,0.352261085906578
211,224,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.4845,0.1317137421337433
212,225,Disclosure (1994),Drama|Thriller,3.2258,0.1936192009366027
213,227,Drop Zone (1994),Action|Thriller,3.0407,0.0699546319332548
214,228,Destiny Turns on the Radio (1995),Comedy,2.58,0.0071710815161704
215,229,Death and the Maiden (1994),Drama|Thriller,3.4491,0.0329284355334358
216,230,Dolores Claiborne (1995),Drama|Thriller,3.6223,0.1081516171520403
217,231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,2.9495,0.4769500951265217
218,232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,4.0257,0.0851748865798207
219,233,Exotica (1994),Drama,3.5698,0.051222010829789
220,234,Exit to Eden (1994),Comedy,2.6652,0.0494658276013391
221,235,Ed Wood (1994),Comedy|Drama,3.6261,0.2378164788525921
222,236,French Kiss (1995),Action|Comedy|Romance,3.3264,0.1785452948924076
223,237,Forget Paris (1995),Comedy|Romance,3.2099,0.0984926093955658
224,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.1197,0.0102444021659578
225,239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0905,0.0475632957705184
226,240,Hideaway (1995),Thriller,2.8333,0.0112688423825535
227,241,Fluke (1995),Children|Drama,3.3182,0.0079028245280246
228,242,Farinelli: il castrato (1994),Drama|Musical,3.32,0.0144885116347117
229,243,Gordy (1995),Children|Comedy|Fantasy,2.3333,0.0051222010829789
230,244,Gumby: The Movie (1995),Animation|Children,2.5,0.0035123664568998
231,245,"Glass Shield, The (1994)",Crime|Drama,3.0263,0.0026342748426748
232,246,Hoop Dreams (1994),Documentary,4.0266,0.151324454851434
233,247,Heavenly Creatures (1994),Crime|Drama,3.8319,0.11517635006584
234,248,Houseguest (1994),Comedy,3.0433,0.0471242499634059
235,249,Immortal Beloved (1994),Drama|Romance,3.7342,0.0717108151617047
236,250,Heavyweights (Heavy Weights) (1995),Children|Comedy,3.0549,0.0118542367920369
237,251,"Hunted, The (1995)",Action,2.9444,0.0064393385043163
238,252,I.Q. (1994),Comedy|Romance,3.2213,0.1503000146348382
239,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.4759,0.3983608956533881
240,254,Jefferson in Paris (1995),Drama,2.8582,0.0096590077564745
241,255,"Jerky Boys, The (1995)",Comedy,2.1729,0.0155129518513075
242,256,Junior (1994),Comedy|Sci-Fi,2.698,0.1447387677447468
243,257,Just Cause (1995),Mystery|Thriller,3.4115,0.0544416800819472
244,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,2.6027,0.0269281428362319
245,259,Kiss of Death (1995),Crime|Drama|Thriller,2.9869,0.0278062344504569
246,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,4.2068,0.8160398068197254
247,261,Little Women (1994),Drama,3.5872,0.1524952436704006
248,262,"Little Princess, A (1995)",Children|Drama,3.7843,0.0605883213815219
249,263,Ladybird Ladybird (1994),Drama,3.8,0.0057075954924622
250,264,"Enfer, L' (1994)",Drama,3.1579,0.0026342748426748
251,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9631,0.1741548368212828
252,266,Legends of the Fall (1994),Drama|Romance|War|Western,3.5154,0.2230352700131387
253,267,Major Payne (1995),Comedy,2.926,0.0561978633103971
254,268,Little Odessa (1994),Crime|Drama,3.3433,0.0096590077564745
255,269,My Crazy Life (Mi vida loca) (1993),Drama,3.6346,0.0074637787209121
256,270,Love Affair (1994),Drama|Romance,3.1423,0.0188789697058365
257,271,Losing Isaiah (1995),Drama,3.3841,0.0219522903556238
258,272,"Madness of King George, The (1994)",Comedy|Drama,3.7503,0.1229328259914937
259,273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,3.1212,0.1061027367188488
260,274,Man of the House (1995),Comedy,2.8644,0.0171227864773866
261,275,Mixed Nuts (1994),Comedy,2.6667,0.0231230791745904
262,276,Milk Money (1994),Comedy|Romance,3.0338,0.0800526854968417
263,277,Miracle on 34th Street (1994),Drama,3.4741,0.1384457778428013
264,278,Miami Rhapsody (1995),Comedy,3.1308,0.0155129518513075
265,279,My Family (1995),Drama,3.6818,0.01595199765842
266,280,Murder in the First (1995),Drama|Thriller,3.7571,0.0715644665593338
267,281,Nobody's Fool (1994),Comedy|Drama|Romance,3.689,0.0556124689009138
268,282,Nell (1994),Drama,3.4533,0.1659593150885166
269,283,New Jersey Drive (1995),Crime|Drama,2.9524,0.0029269720474165
270,285,Beyond Bedlam (1993),Drama|Horror,1.9375,0.0010244402165957
271,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,2.0,0.0014634860237082
272,287,Nina Takes a Lover (1994),Comedy|Romance,3.5476,0.0060002926972038
273,288,Natural Born Killers (1994),Action|Crime|Thriller,3.2415,0.3486023708473074
274,289,Only You (1994),Comedy|Romance,3.3133,0.0449290209278435
275,290,Once Were Warriors (1994),Crime|Drama,3.9963,0.0589784867554428
276,291,Poison Ivy II (1996),Drama|Thriller,2.2192,0.0105370993706994
277,292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4178,0.3685057807697397
278,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.0487,0.3787501829356975
279,294,"Perez Family, The (1995)",Comedy|Romance,3.236,0.0128786770086326
280,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,2.8068,0.0062929899019455
281,296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,4.1648,0.9999999999998536
282,297,Panther (1995),Drama,3.0909,0.0046831552758664
283,298,Pushing Hands (Tui shou) (1992),Drama,3.4,0.0042441094687539
284,299,Priest (1994),Drama,3.7259,0.037757939411673
285,300,Quiz Show (1994),Drama,3.7,0.3052831845455429
286,301,Picture Bride (Bijo photo) (1994),Drama|Romance,3.5106,0.0067320357090579
287,302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,3.8478,0.0234157763793321
288,303,"Quick and the Dead, The (1995)",Action|Thriller|Western,3.0831,0.0984926093955658
289,304,Roommates (1995),Comedy|Drama,3.2535,0.0102444021659578
290,305,Ready to Wear (Pret-A-Porter) (1994),Comedy,2.6441,0.0516610566369015
291,306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,4.0955,0.1002487926240157
292,307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,4.0513,0.1039075076832864
293,308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,3.9136,0.0743450900043795
294,309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,3.7841,0.0062929899019455
295,310,Rent-a-Kid (1995),Comedy,2.6429,0.0039514122640123
296,311,Relative Fear (1994),Horror|Thriller,2.55,0.0013171374213374
297,312,Stuart Saves His Family (1995),Comedy,2.613,0.0212205473437697
298,313,"Swan Princess, The (1994)",Animation|Children,3.0,0.01595199765842
299,314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.7958,0.0597102297672969
300,315,"Specialist, The (1994)",Action|Drama|Thriller,2.931,0.1662520122932582
301,316,Stargate (1994),Action|Adventure|Sci-Fi,3.3546,0.4740231230791052
302,317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.1907,0.240450753695267
303,318,"Shawshank Redemption, The (1994)",Crime|Drama,4.4621,0.9334113859211278
304,319,Shallow Grave (1994),Comedy|Drama|Thriller,3.7472,0.1061027367188488
305,320,Suture (1993),Film-Noir|Thriller,3.6286,0.004975852480608
306,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3.7692,0.0169764378750158
307,322,Swimming with Sharks (1995),Comedy|Drama,3.733,0.0494658276013391
308,324,"Sum of Us, The (1994)",Comedy|Drama,3.8068,0.0062929899019455
309,325,National Lampoon's Senior Trip (1995),Comedy,2.7232,0.0162446948631616
310,326,To Live (Huozhe) (1994),Drama,3.9688,0.0232694277769613
311,327,Tank Girl (1995),Action|Comedy|Sci-Fi,2.8441,0.1059563881164779
312,328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,3.1846,0.0351236645689982
313,329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3028,0.391775208546701
314,330,Tales from the Hood (1995),Action|Crime|Horror,2.8994,0.0238548221864446
315,331,Tom & Viv (1994),Drama,3.3019,0.0076101273232829
316,332,Village of the Damned (1995),Horror|Sci-Fi,2.7808,0.0295624176789068
317,333,Tommy Boy (1995),Comedy,3.3403,0.1652275720766624
318,334,Vanya on 42nd Street (1994),Drama,3.8179,0.0235621249817029
319,335,Underneath (1995),Mystery|Thriller,3.5,0.0054148982877205
320,336,"Walking Dead, The (1995)",Drama|War,2.9524,0.0029269720474165
321,337,What's Eating Gilbert Grape (1993),Drama,3.7236,0.2590370261963619
322,338,Virtuosity (1995),Action|Sci-Fi|Thriller,3.0995,0.0623445046099718
323,339,While You Were Sleeping (1995),Comedy|Romance,3.5009,0.3427484267524743
324,340,"War, The (1994)",Adventure|Drama|War,3.4568,0.0201961071271739
325,341,Double Happiness (1994),Drama,3.3611,0.0051222010829789
326,342,Muriel's Wedding (1994),Comedy,3.4749,0.174886579833137
327,343,"Baby-Sitters Club, The (1995)",Children,2.7065,0.0133177228157451
328,344,Ace Ventura: Pet Detective (1994),Comedy,2.993,0.5663690911750964
329,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.6412,0.14708034538268
330,346,Backbeat (1993),Drama|Musical,3.471,0.0200497585248031
331,347,Bitter Moon (1992),Drama|Film-Noir|Romance,3.4199,0.022684033367478
332,348,Bullets Over Broadway (1994),Comedy,3.7721,0.1189814137274814
333,349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,3.664,0.4365578808721737
334,350,"Client, The (1994)",Drama|Mystery|Thriller,3.4631,0.2259622420605552
335,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,3.3351,0.0544416800819472
336,352,Crooklyn (1994),Comedy|Drama,3.1387,0.0172691350797574
337,353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.5345,0.2458656519829875
338,354,Cobb (1994),Drama,3.1519,0.0196107127176906
339,355,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.4355,0.1438606761305219
340,356,Forrest Gump (1994),Comedy|Drama|Romance|War,4.0251,0.9675106102735302
341,357,Four Weddings and a Funeral (1994),Comedy|Romance,3.6703,0.413581150299954
342,358,Higher Learning (1995),Drama,3.2717,0.0335138299429191
343,359,I Like It Like That (1994),Comedy|Drama|Romance,3.5,0.0042441094687539
344,360,I Love Trouble (1994),Action|Comedy,2.7847,0.029416069076536
345,361,It Could Happen to You (1994),Comedy|Drama|Romance,3.353,0.0755158788233461
346,362,"Jungle Book, The (1994)",Adventure|Children|Romance,3.3688,0.1125420752231651
